Date,VOO,IVV,SPY,VTI,QQQ,VEA,VUG,GLD,IEFA,VTV
2024-06-03,473.0625305175781,516.7776489257812,515.2601318359375,254.06362915039062,448.2076110839844,47.760047912597656,350.09844970703125,217.22000122070312,70.57084655761719,153.315185546875
2024-06-04,473.6378173828125,517.537841796875,515.8360595703125,254.0343475341797,449.43408203125,47.61916732788086,351.59442138671875,215.27000427246094,70.43098449707031,153.0760498046875
2024-06-05,479.3031005859375,523.7357177734375,521.9669189453125,257.14532470703125,458.49462890625,47.947898864746094,357.7368469238281,217.82000732421875,70.84123229980469,153.80303955078125
2024-06-06,479.1958312988281,523.7162475585938,521.9572143554688,256.9210510253906,458.3363342285156,48.06999969482422,358.1430969238281,219.42999267578125,71.03703308105469,153.65953063964844
2024-06-07,478.5717468261719,523.053466796875,521.3226318359375,256.43341064453125,457.9307861328125,47.47827911376953,357.7764892578125,211.60000610351562,70.23519134521484,153.42041015625
2024-06-10,480.1416931152344,524.6129150390625,522.9332885742188,257.29156494140625,459.7804870605469,47.54402542114258,358.8663024902344,213.5399932861328,70.23519134521484,153.97520446777344
2024-06-11,481.2337951660156,525.9137573242188,524.1928100585938,257.7304382324219,462.9358215332031,47.00865936279297,362.4526062011719,214.14999389648438,69.40968322753906,153.04733276367188
2024-06-12,485.24139404296875,530.2927856445312,528.4979248046875,260.1587219238281,468.9992370605469,47.58159637451172,367.3467712402344,214.72000122070312,70.29212188720703,153.2864990234375
2024-06-13,486.15789794921875,531.4069213867188,529.5620727539062,260.2757568359375,471.54132080078125,46.91474151611328,367.7728271484375,212.97000122070312,69.25785827636719,153.6499786376953
2024-06-14,486.5479736328125,531.5927734375,529.88427734375,260.0806884765625,473.9844665527344,46.49208068847656,369.0408935546875,215.72999572753906,68.55570220947266,153.2290802001953
2024-06-17,490.4093322753906,535.9423828125,534.1015014648438,262.0604248046875,479.7907409667969,46.6611442565918,372.06256103515625,214.61000061035156,68.83086395263672,154.42478942871094
2024-06-18,491.7159118652344,537.242431640625,535.4585571289062,262.7235107421875,479.9391174316406,46.848995208740234,372.7560729980469,215.47000122070312,69.07756805419922,154.9987030029297
2024-06-20,490.350830078125,535.580810546875,534.0039672851562,262.0604248046875,476.23968505859375,46.848995208740234,370.2792663574219,218.16000366210938,69.10604095458984,155.2665557861328
2024-06-21,489.2782287597656,534.671630859375,533.2880859375,261.6605529785156,474.9637145996094,46.53710174560547,369.922607421875,214.77999877929688,68.5936508178711,154.90306091308594
2024-06-24,487.9618225097656,533.3031616210938,531.5545654296875,261.2216796875,469.55645751953125,46.944740295410156,366.3065185546875,215.6300048828125,69.18196105957031,155.86915588378906
2024-06-25,489.989990234375,535.3265991210938,533.6015014648438,262.0799560546875,474.9261169433594,47.01110076904297,371.3690490722656,214.55999755859375,69.3052978515625,154.62567138671875
2024-06-26,490.53607177734375,536.1476440429688,534.2674560546875,262.0701904296875,475.9069519042969,46.69825744628906,372.9740295410156,212.5800018310547,68.76444244384766,154.14739990234375
2024-06-27,491.2966613769531,536.9295654296875,535.109619140625,262.70404052734375,477.1353759765625,46.81201934814453,374.0611877441406,214.99000549316406,68.85932922363281,153.95968627929688
2024-06-28,489.4021911621094,534.8867797851562,533.0040893554688,261.80560302734375,474.6585998535156,46.849937438964844,370.9862365722656,215.00999450683594,68.92575073242188,154.412109375
2024-07-01,490.5274963378906,536.0401000976562,534.1008911132812,262.3341064453125,477.4425048828125,46.88785934448242,373.65447998046875,215.57000732421875,69.02063751220703,153.77676391601562
2024-07-02,493.7077941894531,539.4611206054688,537.6951904296875,263.85107421875,482.45550537109375,46.99214172363281,376.8782043457031,215.55999755859375,69.19143676757812,154.35435485839844
2024-07-03,495.9388427734375,541.82666015625,540.0948486328125,264.9373779296875,486.4777526855469,47.551456451416016,379.6753845214844,217.99000549316406,70.00746154785156,154.4698486328125
2024-07-05,498.9039001464844,545.1792602539062,543.2092895507812,266.3172912597656,491.5501708984375,47.85481262207031,384.22833251953125,220.92999267578125,70.46292114257812,154.33509826660156
2024-07-08,499.38336181640625,545.8145141601562,543.8361206054688,266.67938232421875,492.7192077636719,47.64625549316406,384.2679748535156,218.19000244140625,70.12133026123047,154.55650329589844
2024-07-09,499.931396484375,546.3228759765625,544.3648681640625,266.6109313964844,493.145263671875,47.48509979248047,385.1904602050781,218.55999755859375,69.8651351928711,154.5757598876953
2024-07-10,504.7458190917969,551.5227661132812,549.7515258789062,269.1946105957031,498.28704833984375,48.1486930847168,388.7712707519531,219.36000061035156,70.80451202392578,156.029296875
2024-07-11,500.420654296875,546.8409423828125,545.0112915039062,267.9908142089844,487.3594970703125,48.338294982910156,380.6474609375,223.25,71.06069946289062,157.26141357421875
2024-07-12,503.51287841796875,550.340087890625,548.4489135742188,269.76226806640625,490.2226257324219,48.82176971435547,382.9586181640625,223.11000061035156,71.8482666015625,158.15663146972656
2024-07-15,505.0393981933594,551.8746948242188,549.957275390625,270.9171142578125,491.540283203125,48.452056884765625,383.9109191894531,223.8300018310547,71.26946258544922,158.76307678222656
2024-07-16,507.9065856933594,555.149169921875,553.2186279296875,273.14849853515625,491.7285461425781,48.7364501953125,383.8414611816406,228.2899932861328,71.6300277709961,160.98672485351562
2024-07-17,500.81207275390625,547.3980102539062,545.4618530273438,269.2925109863281,477.29388427734375,48.46153259277344,373.3470153808594,227.22999572753906,71.26946258544922,161.36215209960938
2024-07-18,497.0447082519531,543.0679321289062,541.2700805664062,266.9436950683594,475.0351257324219,47.98753356933594,370.3613586425781,225.77999877929688,70.59576416015625,160.05299377441406
2024-07-19,493.72735595703125,539.529541015625,537.6755981445312,265.2799377441406,470.8245544433594,47.70313262939453,368.13946533203125,221.72999572753906,70.1972427368164,158.8978729248047
